# [Mshock**0.5 * Rshock**-1.5 * p *rho**-2.5],frequency [Hz]
2.9423764142933628e-05,581.1267549243994
2.94154192731398e-05,578.8123803879841
2.940751427952492e-05,576.5122598650538
2.939951495663647e-05,574.2247409787104
2.9391779619263014e-05,571.9320518276472
3.0451095816717147e-05,569.6351554915159
3.0444175907999442e-05,567.3787706150734
3.0438222852630425e-05,565.1379249943301
3.0433538807971738e-05,562.8578444551616
3.0423370718844626e-05,560.6068299663679
3.039845262939435e-05,558.358579351865
3.037540551339281e-05,556.4719713096771
3.145774214349628e-05,553.7441996442715
3.1431386687026045e-05,551.5940884152119
3.1407241946728046e-05,549.2892783560674
3.138375039136052e-05,547.0719723539685
3.136270614639449e-05,544.8076577912948
3.134155402689195e-05,542.5526907567703
3.131984401659854e-05,540.3111122390109
3.243321181344993e-05,538.0794919824473
3.2410311566930604e-05,536.036287570779
3.238890994367573e-05,533.732385967181
3.236880011337786e-05,531.5891178381556
3.234928992780216e-05,529.3687871910231
3.233174495653742e-05,527.2252731311103
3.2314792708137456e-05,525.0578374501422
3.229788923927702e-05,522.8812667558963
3.22804694398526e-05,520.7170855474317
3.2262915885469595e-05,518.5515339951669
3.341612865232908e-05,516.3648823709991
3.339995590370557e-05,514.2136931227814
3.338428794142693e-05,512.153063341661
3.3367623136303226e-05,510.0129852625148
3.335130098350012e-05,507.8783863121785
3.33361769940614e-05,505.7417854182407
3.452981453428662e-05,503.58591625131965
3.451592036734928e-05,501.491077867776
3.450282074646595e-05,499.3886414390598
3.4490227846724496e-05,497.21903128726507
3.4477762408786225e-05,495.2208946197414
3.571630231442731e-05,493.10533755264845
3.570283417088891e-05,491.16481631375433
3.568955543270625e-05,489.06143776302076
3.5677140182604e-05,486.94691581527337
3.566610800834675e-05,484.9079151459266
3.5654759255656604e-05,482.8314896413004
3.564420421907107e-05,480.7439821969657
3.692693120018359e-05,478.6760043809727
3.691623524219474e-05,476.8429561036048
3.6905976195121815e-05,474.55618593435344
3.689657518462673e-05,472.5414639525152
