# [Mshock**0.5 * Rshock**-1.5 * p *rho**-2.5],frequency [Hz]
2.5708195487094277e-05,631.289765859
2.59653401068265e-05,628.393366295
2.6219942828375902e-05,625.45783131
2.6479971396278924e-05,622.485299296
2.649576065857757e-05,619.659165713
2.6758246722181256e-05,617.1666986490001
2.7022852948919698e-05,614.7744623269999
2.7289834755174837e-05,612.3252503880001
2.7558887681732397e-05,610.052326001
2.75772178816203e-05,607.604848071
2.7846715304610337e-05,605.05492267
2.8117740672457298e-05,602.377364465
2.8402152976589953e-05,599.384619354
2.8409803947000875e-05,596.159826664
2.8738730192931017e-05,592.866501009
2.907007425403678e-05,589.714008414
2.9055140529937126e-05,586.943024515
2.929609678639257e-05,584.278763364
2.9529698704554776e-05,581.725163498
2.9810139445633596e-05,579.139280271
2.9827639138737277e-05,576.482691675
3.0107102583844907e-05,573.471965564
3.038979519835335e-05,570.366448267
3.0405921400649668e-05,567.071098309
3.097809582357051e-05,561.092186302
3.126810362937336e-05,558.051097659
3.157705182723901e-05,551.633053517
3.1868764416833496e-05,548.183111593
3.1885860993301087e-05,544.902520725
3.218018861384554e-05,541.880956297
3.21991325894947e-05,538.969397326
3.249850766065422e-05,535.9763021709999
3.2796984619886616e-05,532.878346192
3.30984883817914e-05,528.7769718019999
3.311743716860192e-05,525.82125111
3.341771864382857e-05,522.518849046
3.371995594011973e-05,519.051544849
3.402155359539069e-05,515.511422638
3.432202882739889e-05,512.0903509240001
3.433407283141845e-05,508.289062441
3.4633122099719745e-05,503.811080081
3.493342349532098e-05,499.38339984099997
3.5234347037552255e-05,494.751030889
3.553781018795907e-05,489.769891125
3.5839368560180984e-05,485.052988276
3.588646200620931e-05,480.372651684
3.630369359066278e-05,475.45354773800005
3.670848617455606e-05,470.234461494
3.7029313414730706e-05,461.71879059400004
3.77647965300321e-05,452.230707854
5.940177222174443e-06,791.11534465
4.194179785391299e-06,819.950025087
3.3130084968754816e-06,843.809418448
2.8212342810728274e-06,839.511969788
2.5467490706344557e-06,847.941371065
2.3812713789584183e-06,861.043442067
2.250380026666691e-06,842.7183891039999
2.178480143662411e-06,869.1364847739999
2.1075447952589576e-06,861.181465389
2.145366145424703e-06,869.911133813
2.15253188434253e-06,872.6436136410001
2.1870790406647955e-06,877.8329514430002
2.2801948280019063e-06,886.942891244
2.4078707449108866e-06,880.421625729
2.5431191279854253e-06,872.600391317
2.7198096790109837e-06,883.382706652
2.94598114637216e-06,877.453628207
3.2308203898433397e-06,871.931702107
3.541095787252618e-06,881.6986173519998
3.926799630772538e-06,873.8226345
4.295188672531398e-06,864.0354179389999
4.69837579162372e-06,869.719531755
5.340325436698036e-06,861.329537776
5.619263085029999e-06,861.952119133
5.841728457694024e-06,861.5428080219998
5.850963910188698e-06,859.774867582
5.790139793112433e-06,856.657113651
5.658393742687609e-06,853.143754528
5.5963134206629186e-06,850.822536293
5.602145387747393e-06,848.94375196
5.7492104754177515e-06,847.7501863110001
5.9714799722578674e-06,850.2620901939999
6.200352710635776e-06,840.489692085
6.436544301205339e-06,839.944690532
6.7584644227534e-06,839.017187925
7.093216993938566e-06,838.168305162
7.350730649756698e-06,837.754731613
7.526836815439147e-06,837.8245561010001
7.706446479481211e-06,838.6799109460001
7.977297076338432e-06,841.6826465519998
8.825638066539711e-06,787.038966121
8.916642775353979e-06,787.412677893
9.115983355464255e-06,787.1936579489999
9.209732321019692e-06,786.568487767
9.401665458452388e-06,785.7763900919998
9.491476396205678e-06,784.578371257
9.69301440298391e-06,782.9869457939999
9.78619754129481e-06,781.417807557
9.882700660009204e-06,779.7109813710001
1.0095946746612284e-05,777.889370233
1.0192829988640702e-05,776.103183918
1.028631605196193e-05,774.589511986
1.0376822264367267e-05,772.890370017
1.0468953660279144e-05,771.344181541
1.0682069771254038e-05,769.491603391
1.0780007701681446e-05,767.714629062
1.0875671989660924e-05,765.798052022
1.0969093530088896e-05,763.9018881810001
1.1060408747600024e-05,762.086412675
1.115604370533293e-05,760.2454117189999
1.1256738541897652e-05,758.470608752
1.136056307938293e-05,756.573159256
1.1600982919701625e-05,754.6269599860001
1.1716309780890163e-05,752.730958826
1.1699966288077633e-05,750.78320852
1.1772460421932099e-05,748.968840783
1.2039795649966747e-05,747.5102449589999
1.21853697228869e-05,743.192088242
1.2190924364096961e-05,741.056495656
1.2362981451691198e-05,738.850843958
1.2714520798112025e-05,736.2207140119998
1.29593574064531e-05,733.5943925
1.3061024801655908e-05,731.222104595
1.294261691958291e-05,729.271197256
1.3052175141519053e-05,727.612561226
1.3058610066426883e-05,725.70707599
1.3215527491361193e-05,723.2401061810001
1.3465285921348166e-05,720.2617258439999
1.3563720544080778e-05,716.5918164330002
1.3672404585755063e-05,713.6916306630002
1.365801268511829e-05,711.82800653
1.3665586784826738e-05,710.56588396
1.382513006746823e-05,708.580505283
1.3866393676035687e-05,705.81719926
1.399562196882635e-05,703.2694825789999
1.3983527356622245e-05,701.268262196
1.4142082561002134e-05,700.285880789
1.4300706588500008e-05,698.991746059
1.4306648432798057e-05,696.87759834
1.4464793222080097e-05,694.431432261
1.467557329237974e-05,691.3300717669998
1.4775297134653113e-05,688.04637341
1.4843149253737202e-05,685.612288249
1.4793349167879974e-05,684.072049375
1.495928969661568e-05,683.425199785
1.4967590768793229e-05,682.760219233
1.5132857068755068e-05,681.033168433
1.52995389257473e-05,679.131187799
1.530703697871026e-05,677.641721386
1.5475093515635882e-05,675.871476102
1.5481753379114037e-05,674.115162534
1.565461312384585e-05,672.2726319980001
1.5655395773592086e-05,670.050170052
1.591338827726859e-05,667.557511245
1.5979662051107408e-05,664.73196503
1.621277906571705e-05,661.654835143
1.6297848857261266e-05,658.7715619209999
1.6315084692333816e-05,656.4741241869999
1.646367153409473e-05,654.900790434
1.6424588968886984e-05,653.4510564
1.655981894441803e-05,652.152648214
1.6552293407244224e-05,650.570267789
1.6559046358160083e-05,648.799964484
1.6716830667815966e-05,647.094909009
1.6703934742498376e-05,645.317628753
1.6863362892087234e-05,643.506782887
1.686156455873618e-05,641.631336566
1.6999088990711194e-05,639.888684119
1.700404274976077e-05,638.133504015
1.7166225215240457e-05,636.420179793
1.7161538253947805e-05,634.732052318
1.7169839221244656e-05,633.124544893
1.7362525574500388e-05,631.431612771
1.7382125196968627e-05,629.8181408
1.741605128694341e-05,628.3840364069999
1.762424732859754e-05,626.819913824
1.7630838255487944e-05,625.401073618
1.778609503536872e-05,623.984822034
1.77760723361981e-05,622.695771014
1.7753019152685918e-05,621.367297486
1.7879662897854674e-05,620.195220741
1.7885890749608397e-05,619.070481184
1.789256827080213e-05,618.018893766
1.8081272538477414e-05,616.808077485
1.8087867280755118e-05,615.3724961290001
1.827807510264978e-05,613.946242613
1.8284486550300276e-05,612.539589258
1.8290192213655582e-05,611.0963317630001
1.8481366636021447e-05,609.486047009
1.848670001486925e-05,607.793391754
1.849166797038727e-05,606.110904945
1.8683729095550597e-05,604.413888851
1.8688590475179604e-05,602.687093301
1.869409726695966e-05,601.068101387
1.870040563249767e-05,599.528057646
1.8895042659019042e-05,597.9641760009999
1.8901332570736237e-05,596.467915185
1.9096283042546447e-05,594.8975067619999
1.916721600216038e-05,593.323032302
1.927910227183652e-05,591.863037644
1.9376420050881795e-05,591.171588823
