time,x [Mshock**0.5 * Rshock**-1.5 * p *rho**-2.5]
1.143,2.320829261507596e-05
1.144,2.320998558597444e-05
1.145,2.3209439112359535e-05
1.146,2.405746762643453e-05
1.147,2.4056712348812568e-05
1.148,2.4062000101853687e-05
1.148,2.240620153581485e-05
1.15,2.4936205229528697e-05
1.151,2.322258874567041e-05
1.152,2.40701326838141e-05
1.153,2.2412592458270643e-05
1.154,2.4948184872211797e-05
1.155,2.3229466695521086e-05
1.156,2.4947907874828897e-05
1.157,2.242369256119335e-05
1.158,2.5862632008953738e-05
1.159,2.4083064416596626e-05
1.16,2.324462970937297e-05
1.161,2.408674426812582e-05
1.162,2.4968344714149226e-05
1.163,2.325175417390493e-05
1.164,2.3254351885566493e-05
1.165,2.5882833112942227e-05
1.166,2.49737105255865e-05
1.167,2.6825605312227484e-05
1.168,2.4105331531137094e-05
1.169,2.780702270818732e-05
1.17,2.498630056947456e-05
1.171,2.6839669822484796e-05
1.172,2.590397655384483e-05
1.173,2.4997546109615552e-05
1.174,2.59090962643472e-05
1.175,2.3283650909452318e-05
1.176,2.5004797758954694e-05
1.177,2.2474039700305884e-05
1.178,2.5013624990873907e-05
1.179,2.247935839125063e-05
1.18,2.4141832979936944e-05
1.181,2.4144105442469336e-05
1.182,2.5936500210649e-05
1.183,2.5029829527835027e-05
1.184,2.5034861635162705e-05
1.185,2.7864165330553033e-05
1.186,2.5948088228545e-05
1.187,2.786844189056533e-05
1.188,2.4172522405714358e-05
1.189,2.888987371594474e-05
1.19,2.5054664863706527e-05
1.191,2.596745911735317e-05
1.192,2.4179467561213552e-05
1.193,2.597123425786179e-05
1.194,2.419010735787859e-05
1.195,2.5070557668909104e-05
1.196,2.6929118775631934e-05
1.197,2.5989249195110725e-05
1.198,2.7909454355315656e-05
1.199,2.508238999376678e-05
1.2,2.791740256028906e-05
1.201,2.6002983185458716e-05
1.202,2.600721292528449e-05
1.203,2.695456009418373e-05
1.204,2.510003473756889e-05
1.205,2.7937853646914248e-05
1.206,2.4227995204310112e-05
1.207,2.6023109487689028e-05
1.208,2.5113619165768903e-05
1.209,2.6031309211876666e-05
1.21,2.6978626442000905e-05
1.211,2.5125453895497055e-05
