"a0" "a1" "a2" "a3" "b1" "rnew[1]" "rnew[2]" "rnew[3]" "rnew[4]" "rnew[5]" "rnew[6]" "rnew[7]" "rnew[8]" "rnew[9]" "rnew[10]"
0.0015762935986152 3.00784468810126e-06 2.10692886955307e-09 5.25618930365796e-13 5.66037184262944e-11 0.00014500816169405 0.000158474047851167 0.000235091819998559 0.000525319000815223 0.00100857654176758 0.00131266074535484 0.00193925554195082 0.00204797876066165 0.00321159605169845 0.00416275186673853
0.0015650623175516 2.99441067337096e-06 2.11188902069076e-09 5.35398482416038e-13 5.61847416957223e-11 -3.05808278680193e-05 0.000191602219581029 0.000349378955010049 0.000644170539802689 0.001043275205633 0.00135520266217177 0.00160464563049758 0.00214852361291475 0.00283541779280679 0.00443719801364591
0.00156912174313499 2.98822428487389e-06 2.10956021136616e-09 5.32898217721201e-13 5.69439366823362e-11 0.000186495601421215 0.000106034051218094 0.000364173112598165 0.000508970780118442 0.00063187779317747 0.00140248181953075 0.00180454932373475 0.00204877088645925 0.00319353167904082 0.0041410501667751
0.00157730905360645 2.99913517081937e-06 2.10297966105507e-09 5.42563586796697e-13 5.44934632316175e-11 0.00014757370618666 0.000330824670458442 0.000616010575153694 0.00060330549419084 0.00086745599761905 0.000761947466536689 0.00155911039098534 0.00226668523252729 0.00268888975623701 0.00378285258523812
0.00157386232473962 2.98358059457465e-06 2.10584835181155e-09 5.35678560924177e-13 5.70864212801437e-11 0.000177297288165674 0.000164484017622075 0.000318911436931107 0.000628915838828778 0.000542468234505234 0.00104980018120518 0.00165485888217917 0.00227516401156179 0.00307548328859213 0.0040097065337241
0.00156577111940809 2.98525698138451e-06 2.11927709775885e-09 5.5966293735926e-13 5.50961875914075e-11 7.61935109059117e-05 -4.54344504203234e-05 0.000301498307659523 0.000396188830424097 0.000863539144983979 0.00126336614694389 0.00171972429480087 0.00216953164612462 0.0031530556906989 0.0037986920738774
0.00156559691890677 2.98191320962572e-06 2.12661584223436e-09 5.52371932534089e-13 5.69055591135881e-11 0.000131761298997666 0.000237856840812642 0.000374969904010859 0.000450971475436546 0.000829504194831057 0.00121042128031355 0.00128997654460594 0.00240438210633241 0.00231732676588915 0.00381544324751204
0.00156590769830642 2.98788771929202e-06 2.12468208434206e-09 5.52839961868836e-13 5.81519281203572e-11 0.000223308810545115 0.000420052720369578 0.000391503858108086 0.000245569712672545 0.0009451426297199 0.0011485132847043 0.00133007325121413 0.00246795011452183 0.00357384781987227 0.00400298176737954
0.00157459394908798 2.9835746861612e-06 2.09773633437206e-09 5.41017765720657e-13 5.89413834506487e-11 3.53785576245632e-05 0.000186586600010366 4.28007801725282e-05 0.000344247721883073 0.000317365074339733 0.00121766803047777 0.00191506847486714 0.00219361603829302 0.00351414156710939 0.00411143769563734
0.00156579070503146 2.97283507836181e-06 2.10350112333535e-09 5.29236661756989e-13 5.72367062451063e-11 7.3142995687349e-05 0.000365418122661679 0.00038837213208739 0.000376841545279144 0.00101351374265531 0.00126108229432044 0.00157142926829883 0.00202241833972857 0.00295250325475217 0.00403494777910958
